num ;dist(asec);            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;     spec. type      
3832;   4786.91;UGCS J084548.65+200312.5           ;NIR;08 45 48.6366016920 +20 03 12.453029676;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3833;   4786.93;SDSS J084043.47+205939.0           ;QSO;08 40 43.471 +20 59 39.09              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3834;   4787.20;SDSS J083737.43+183035.5           ;QSO;08 37 37.437 +18 30 35.52              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3835;   4787.92;1RXS J084416.7+203811              ;X  ;08 44 16.699 +20 38 11.00              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3836;   4788.95;SDSSCGB 14266.3                    ;G  ;08 43 48.496 +18 36 27.33              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3837;   4789.90;SDSSCGB 14266.2                    ;G  ;08 43 48.456 +18 36 25.71              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3838;   4790.03;UCAC4 542-046184                   ;*  ;08 39 07.3776961681 +18 22 14.830860441;     ~   ;15.016   ;14.343   ;14.349   ;~                    
3839;   4792.84;SDSS J084155.51+205656.7           ;QSO;08 41 55.515 +20 56 56.72              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3840;   4794.85;2MASS J08452240+1902082            ;LM*;08 45 22.3553023752 +19 02 08.135532384;     ~   ;     ~   ;     ~   ;     ~   ;M5V                  
3841;   4796.57;TYC 1396-1194-1                    ;*  ;08 46 02.4946738728 +19 33 55.843376724;     ~   ;12.00    ;11.23    ;     ~   ;~                    
3842;   4797.35;NVSS J083636+203934                ;Rad;08 36 36.655 +20 39 33.14              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3843;   4797.48;TYC 1396-213-1                     ;*  ;08 45 29.3383143912 +19 05 14.777871576;     ~   ;11.62    ;11.17    ;     ~   ;~                    
3844;   4797.61;SDSS J084545.38+200610.3           ;G  ;08 45 45.3865790568 +20 06 10.302183504;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3845;   4799.54;Cl* NGC 2632 JS 585                ;*  ;08 45 01.0618973880 +20 26 31.988452128;     ~   ;12.04    ;11.49    ;11.75    ;G0V:                 
3846;   4802.99;SDSS J083632.08+203841.9           ;QSO;08 36 32.085 +20 38 42.00              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3847;   4803.31;SDSS J083842.53+205626.3           ;QSO;08 38 42.537 +20 56 26.34              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3848;   4803.77;LB 1804                            ;blu;08 35 30.0 +19 00 00                   ;     ~   ;19.3     ;     ~   ;     ~   ;~                    
3849;   4804.28;LB 1895                            ;blu;08 45 06.0 +20 25 00                   ;     ~   ;16.5     ;     ~   ;     ~   ;~                    
3850;   4807.62;Cl* NGC 2632 JS 90                 ;*  ;08 35 30.9353672736 +18 59 29.741920908;     ~   ;18.99    ;17.12    ;     ~   ;~                    
3851;   4807.63;Cl* NGC 2632 JS 611                ;*  ;08 45 49.0451761320 +20 04 04.584438732;     ~   ;18.02    ;16.19    ;     ~   ;~                    
3852;   4808.28;UCAC4 542-046251                   ;*  ;08 40 42.2234652696 +18 19 58.666131127;     ~   ;14.757   ;14.278   ;14.194   ;~                    
3853;   4808.40;2MASS J08353928+2024099            ;LM*;08 35 39.2747915232 +20 24 09.819664812;     ~   ;     ~   ;     ~   ;     ~   ;M4.2                 
3854;   4809.52;UGCS J084547.32+200525.8           ;NIR;08 45 47.333 +20 05 26.07              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3855;   4810.11;2MASS J08445849+1852458            ;LM*;08 44 58.4892346872 +18 52 45.934174200;     ~   ;     ~   ;     ~   ;     ~   ;M6V                  
3856;   4812.73;V* U Cnc                           ;Mi*;08 35 46.2882949920 +18 53 44.760007680;     ~   ;     ~   ;8.50     ;9.52     ;M2e                  
3857;   4812.76;Cl* NGC 2632 JS 591                ;*  ;08 45 19.1764799599 +19 00 10.876299254;     ~   ;14.60    ;13.82    ;     ~   ;K5.4                 
3858;   4812.96;NVSS J084142+182154                ;Rad;08 41 42.293 +18 21 56.85              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3859;   4814.01;SDSS J084011.22+181949.4           ;BiC;08 40 11.220 +18 19 49.41              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3860;   4814.25;2MASS J08455803+1956164            ;LP*;08 45 58.0343603184 +19 56 16.347945660;     ~   ;     ~   ;     ~   ;15.455   ;~                    
3861;   4815.12;SDSS J083536.44+202320.6           ;G  ;08 35 36.44736 +20 23 20.6628          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3862;   4816.87;UCAC4 547-045897                   ;*  ;08 45 52.8001372102 +19 19 00.632516033;     ~   ;18.305   ;16.908   ;     ~   ;M1.7                 
3863;   4818.28;Cl* NGC 2632 JS 618                ;*  ;08 46 03.1845870864 +19 31 47.156075688;     ~   ;20.10    ;17.45    ;     ~   ;M2.9                 
3864;   4819.43;UCAC4 542-046314                   ;*  ;08 42 02.5076946351 +18 23 07.437275371;     ~   ;13.146   ;12.477   ;12.329   ;~                    
3865;   4819.70;TYC 1396-685-1                     ;*  ;08 45 41.0023910448 +19 10 33.837269340;     ~   ;11.55    ;10.95    ;     ~   ;~                    
3866;   4819.88;Cl* NGC 2632 JS 536                ;Ro*;08 43 31.0458569808 +18 32 54.678498720;     ~   ;15.209   ;13.980   ;     ~   ;K7.2                 
3867;   4819.96;BD+19 2039                         ;*  ;08 35 09.7181858208 +19 08 59.267886720;     ~   ;11.05    ;9.97     ;     ~   ;G5                   
3868;   4819.99;2MASS J08353102+2021263            ;PM*;08 35 31.0203882624 +20 21 26.189901288;     ~   ;     ~   ;     ~   ;     ~   ;M3.5                 
3869;   4820.05;SDSS J083616.66+203531.4           ;G  ;08 36 16.66248 +20 35 31.4952          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3870;   4820.13;LEDA 1572601                       ;G  ;08 35 52.9 +18 51 25                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3871;   4820.44;SDSS J083738.40+205019.7           ;QSO;08 37 38.406 +20 50 19.76              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3872;   4821.94;SDSS J083850.27+205718.2           ;BS*;08 38 50.2763066664 +20 57 18.204970068;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3873;   4822.25;Cl* NGC 2632 JS 607                ;*  ;08 45 40.4920450454 +20 10 25.669215157;     ~   ;20.04    ;17.42    ;     ~   ;M2.3                 
3874;   4823.65;CRTS J084536.0+201300              ;EB*;08 45 35.9735254416 +20 12 59.024582028;     ~   ;17.5     ;17.00    ;     ~   ;~                    
3875;   4828.87;2MASS J08344505+1929498            ;LM*;08 34 45.0520084680 +19 29 49.741208736;     ~   ;     ~   ;     ~   ;     ~   ;M8V                  
3876;   4829.79;SDSS J084302.93+182847.8           ;QSO;08 43 02.9269171488 +18 28 47.881105968;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3877;   4831.82;2MASS J08375344+2052226            ;*  ;08 37 53.4433882272 +20 52 22.660432068;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3878;   4833.99;SDSS J084406.70+204119.1           ;QSO;08 44 06.703 +20 41 19.17              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3879;   4838.24;Cl* NGC 2632 JS 66                 ;*  ;08 34 41.5 +19 39 12                   ;     ~   ;18.12    ;16.19    ;     ~   ;~                    
3880;   4838.37;SDSS J084556.10+192033.8           ;QSO;08 45 56.108 +19 20 33.82              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3881;   4838.68;Cl* NGC 2632 HSHJ 356              ;LM*;08 41 14.4522834864 +20 59 46.367986272;     ~   ;     ~   ;     ~   ;     ~   ;M4.1                 
3882;   4839.91;UCAC4 542-046166                   ;*  ;08 38 46.7769081850 +18 22 40.608294116;     ~   ;13.740   ;12.809   ;12.551   ;~                    
3883;   4840.39;Cl* NGC 2632 JS 67                 ;*  ;08 34 43.9012916520 +19 50 13.764776172;     ~   ;19.39    ;17.15    ;     ~   ;~                    
3884;   4840.80;Cl* NGC 2632 JS 512                ;*  ;08 43 02.8644396168 +18 28 34.987064952;     ~   ;19.20    ;17.23    ;     ~   ;~                    
3885;   4841.00;SDSSCGB 22453.3                    ;G  ;08 34 48.860 +19 57 12.64              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3886;   4843.37;SDSS J083559.11+203127.9           ;G  ;08 35 59.11488 +20 31 27.9444          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3887;   4844.15;TXS 0832+203                       ;Rad;08 35 06.66 +20 10 54.4                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3888;   4844.39;2MASS J08382301+2055355            ;LM*;08 38 23.0119416696 +20 55 35.530323312;     ~   ;     ~   ;     ~   ;     ~   ;M6V                  
3889;   4844.47;SDSS J083448.91+195732.7           ;WD?;08 34 48.9178847712 +19 57 32.850885420;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3890;   4845.21;Cl* NGC 2632 HSHJ 222              ;*  ;08 38 42.0946209936 +18 22 55.297464384;     ~   ;     ~   ;     ~   ;     ~   ;M4.4                 
3891;   4845.85;SDSS J084223.80+205543.2           ;QSO;08 42 23.8053049536 +20 55 43.298139000;     ~   ;20.73    ;20.11    ;     ~   ;~                    
3892;   4846.43;Cl* NGC 2632 JC 139                ;*  ;08 38 55.3385641488 +18 21 59.500436508;     ~   ;16.59    ;14.98    ;     ~   ;~                    
3893;   4848.15;iPTF 15wk                          ;SN*;08 35 03.88 +19 11 08.5                ;     ~   ;     ~   ;     ~   ;     ~   ;SNIa                 
3894;   4848.27;[SPD2011] 10857                    ;ClG;08 34 40.8 +19 41 14                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3895;   4849.63;SDSSCGB 22453                      ;CGG;08 34 48.3 +19 57 17                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3896;   4850.22;SDSSCGB 22453.1                    ;G  ;08 34 48.4226798496 +19 57 27.787567932;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3897;   4852.55;SDSS J083527.10+202056.8           ;G  ;08 35 27.10080 +20 20 56.7996          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3898;   4852.82;SDSSCGB 22453.4                    ;G  ;08 34 48.053 +19 57 15.97              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3899;   4854.48;SDSSCGB 22453.2                    ;G  ;08 34 47.854 +19 57 10.77              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3900;   4857.45;2MASS J08345591+1916028            ;LM*;08 34 55.9080581352 +19 16 02.953967160;     ~   ;     ~   ;     ~   ;     ~   ;M2V                  
3901;   4859.03;SDSS J084008.59+181905.8           ;G  ;08 40 08.591 +18 19 05.89              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3902;   4859.60;SDSS J084008.92+181905.1           ;BiC;08 40 08.921 +18 19 05.11              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3903;   4860.27;V* DH Cnc                          ;Er*;08 36 30.00 +20 39 33.0                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3904;   4860.54;[SPD2011] 60165                    ;ClG;08 44 47.7 +20 32 14                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3905;   4861.01;LEDA 1556157                       ;AGN;08 40 25.5456429936 +18 18 59.036110128;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3906;   4861.14;2MASS J08424654+1826189            ;*  ;08 42 46.5468276696 +18 26 18.897235548;     ~   ;     ~   ;     ~   ;     ~   ;M5.9                 
3907;   4861.73;2MASS J08353719+2025025            ;*  ;08 35 37.1987116656 +20 25 02.430402240;     ~   ;     ~   ;     ~   ;     ~   ;M4                   
3908;   4862.24;SDSS J084408.51+204134.5           ;QSO;08 44 08.517 +20 41 34.55              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3909;   4863.71;SDSS J084607.90+194423.8           ;QSO;08 46 07.906 +19 44 23.85              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3910;   4863.97;PM J08437+1834                     ;PM*;08 43 44.0030240520 +18 34 07.326834276;     ~   ;     ~   ;12.252   ;11.806   ;~                    
3911;   4864.39;SDSS J084021.22+181855.7           ;BiC;08 40 21.221 +18 18 55.77              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3912;   4864.50;2MASS J08415948+2057554            ;PM*;08 41 59.4902828352 +20 57 55.374860772;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3913;   4864.83;SDSS J083536.72+202458.0           ;G  ;08 35 36.72600 +20 24 58.0176          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3914;   4864.91;LP 425-22                          ;PM*;08 45 53.0869972584 +20 04 14.327037084;     ~   ;18.0     ;     ~   ;15.9     ;~                    
3915;   4866.03;Cl* NGC 2632 JS 735                ;*  ;08 42 18.3351268224 +18 23 31.995057192;     ~   ;20.98    ;18.09    ;     ~   ;M2.8                 
3916;   4867.37;SDSS J083945.50+210037.1           ;QSO;08 39 45.507 +21 00 37.17              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3917;   4867.91;Cl* NGC 2632 JC 109                ;Ro*;08 37 38.2237612186 +18 28 56.921688552;     ~   ;14.147   ;13.082   ;     ~   ;K2.1                 
3918;   4868.11;GB6 B0838+2109                     ;Rad;08 41 47.30 +20 58 45.0                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3919;   4868.49;SDSS J083452.63+200239.0           ;QSO;08 34 52.637 +20 02 39.08              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3920;   4869.22;2MASS J08370714+2046439            ;*  ;08 37 07.1448313842 +20 46 44.037612929;     ~   ;     ~   ;     ~   ;     ~   ;M3.5                 
3921;   4870.94;TYC 1395-1554-1                    ;*  ;08 35 57.5062398384 +18 48 40.690628100;     ~   ;12.17    ;11.89    ;     ~   ;~                    
3922;   4873.78;2MASS J08454926+2007248            ;LP*;08 45 49.2671403000 +20 07 24.986104896;     ~   ;     ~   ;     ~   ;15.689   ;~                    
3923;   4873.95;SDSS J083701.43+204552.9           ;G  ;08 37 01.43784 +20 45 52.9848          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3924;   4875.03;2MASS J08375141+2052568            ;LM*;08 37 51.4219417104 +20 52 56.879659452;     ~   ;     ~   ;     ~   ;     ~   ;M7V                  
3925;   4876.89;SDSS J084448.98+203218.7           ;QSO;08 44 48.989 +20 32 18.72              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3926;   4878.49;UCAC4 548-046412                   ;*  ;08 46 06.5856275132 +19 30 00.474247710;     ~   ;14.900   ;14.322   ;14.254   ;~                    
3927;   4878.94;NVSS J083453+200329                ;Rad;08 34 53.170 +20 03 41.86              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3928;   4881.31;2MASS J08450611+2027133            ;*  ;08 45 06.1091072016 +20 27 13.302559152;     ~   ;     ~   ;     ~   ;     ~   ;M5.2                 
3929;   4882.12;SDSS J084441.01+203435.8           ;BiC;08 44 41.019 +20 34 35.87              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3930;   4882.38;SDSS J083710.26+204730.0           ;G  ;08 37 10.26504 +20 47 30.0228          ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3931;   4882.80;[SPD2011] 19215                    ;ClG;08 40 20.6 +18 18 37                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3932;   4883.32;SDSS J084439.52+203500.6           ;LM*;08 44 39.5334963312 +20 35 00.699809496;     ~   ;     ~   ;     ~   ;     ~   ;M1V                  
3933;   4884.26;2MASS J08365239+1835455            ;BD*;08 36 52.36680 +18 35 44.9556          ;     ~   ;     ~   ;     ~   ;     ~   ;L0                   
3934;   4886.76;NVSS J084422+203912                ;Rad;08 44 22.50 +20 39 10.0                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3935;   4887.15;SDSS J084608.00+193136.9           ;QSO;08 46 08.007 +19 31 36.92              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3936;   4887.48;SDSS J084609.84+193746.8           ;QSO;08 46 09.849 +19 37 46.86              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3937;   4887.50;SDSS J084422.57+203909.9           ;BiC;08 44 22.577 +20 39 09.99              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
3938;   4888.34;Cl* NGC 2632 JS 470                ;*  ;08 42 05.1807127741 +20 57 56.564148590;     ~   ;17.91    ;15.72    ;     ~   ;M1.5                 
3939;   4888.61;SDSS J084436.76+203550.6           ;QSO;08 44 36.762 +20 35 50.65              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
